index,99,corpus,ICT,Filename,ECE_TCU_CONF.1_2004_1.txt,DocLabel,ECE/TCU/CONF.1/2004/1,DatePublish,23-Dec-04,DocType,2,DocTitle,"Final report Economic Commission for Europe, Economic and Social Commission for Asia and the Pacific, Bishkek Conference on Information Society and Regional Cooperation in Information Communication Technologies for Development, Bishkek, Kyrgyz Republic, 16-18 November 2004","""},"
index,100,corpus,ICT,Filename,E_2000_71.txt,DocLabel,E/2000/100,DatePublish,13-Jun-00,DocType,4,DocTitle,Contribution of the Economic and Social Commission for Western Asia to the theme for the high-level segment of the substantive session of 2000 of the Economic and Social Council development and international cooperation in the 21st century the role of information technology in the context of a knowledge-based global economy a regional perspective,"""},"
index,101,corpus,ICT,Filename,E_2000_72.txt,DocLabel,E/2000/72,DatePublish,19-Jun-00,DocType,4,DocTitle,Contribution of the Economic Commission for Europe to the theme for the high-level segment of the substantive session of 2000 of the Economic and Social Council development and international cooperation in the 21st century the role of information technology in the context of a knowledge-based global economy a regional perspective,"""},"
index,102,corpus,ICT,Filename,E_2000_L.27.txt,DocLabel,E/2000/L.27,DatePublish,27-Jul-00,DocType,1,DocTitle,Information and Communication Technologies Task Force draft resolution / Lesotho,"""},"
index,103,corpus,ICT,Filename,E_2000_L.9.txt,DocLabel,E/2000/L.9,DatePublish,11-Jul-00,DocType,4,DocTitle,Draft ministerial declaration of the high-level segment / submitted by the President of the Economic and Social Council on the basis of informal consultations,"""},"
index,104,corpus,ICT,Filename,E_2000_SR.14.txt,DocLabel,E/2000/SR.14,DatePublish,25-Sep-00,DocType,4,DocTitle,"Provisional summary record of the 14th meeting, held at Headquarters, New York, on Thursday, 6 July 2000 Economic and Social Council, substantive session of 2000, high-level segment","""},"
index,105,corpus,ICT,Filename,E_2001_7.txt,DocLabel,E/2001/7,DatePublish,20-Feb-01,DocType,1,DocTitle,Information and Communication Technologies (ICT) Task Force report of the Secretary-General,"""},"
index,106,corpus,ICT,Filename,E_2001_L.16.txt,DocLabel,E/2001/L.16,DatePublish,05-Jul-01,DocType,2,DocTitle,"The role of the United Nations in promoting development, particularly with respect to access to and transfer of knowledge and technology, especially information and communication technologies, inter alia, through partnerships with relevant stakeholders, including the private sector draft agreed conclusions / submitted by the Vice-President of the Council, Francisco Seixas Da Costa (Portugal)","""},"
index,107,corpus,ICT,Filename,E_2001_SR.3.txt,DocLabel,E/2001/SR.3,DatePublish,19-Mar-01,DocType,4,DocTitle,"Provisional summary record of the 3rd meeting, held at Headquarters, New York, on Thursday, 8 March 2001 Economic and Social Council, resumed organizational session for 2001","""},"
index,108,corpus,ICT,Filename,E_2001_SR.4.txt,DocLabel,E/2001/SR.4,DatePublish,20-Mar-01,DocType,4,DocTitle,"Provisional summary record of the 4th meeting, held at Headquarters, New York, on Tuesday, 13 March 2001 Economic and Social Council, resumed organizational session for 2001","""},"
index,109,corpus,ICT,Filename,E_2004_L.42.txt,DocLabel,E/2004/L.42,DatePublish,21-Jul-04,DocType,1,DocTitle,"Information and communication technologies for development draft decision / submitted by the Vice-President of the Council, Daw Penjo (Bhutan), on the basis of informal consultations","""},"
index,110,corpus,ICT,Filename,E_2004_NGO_19.txt,DocLabel,E/2004/NGO/19,DatePublish,16-Jun-04,DocType,4,DocTitle,"Statement / by the Association tunisienne des meres, a non-governmental organization in consultative status with the Economic and Social Council","""},"
index,111,corpus,ICT,Filename,E_2005_71.txt,DocLabel,E/2005/71,DatePublish,06-Jun-05,DocType,0,DocTitle,Third annual report of the Information and Communication Technologies Task Force note / by the Secretary-General,"""},"
index,112,corpus,ICT,Filename,E_2005_L.23.txt,DocLabel,E/2005/L.23,DatePublish,14-Jul-05,DocType,0,DocTitle,"United Nations Information and Communication Technologies (ICT) Task Force draft decision / submitted by the Vice-President of the Council, Agim Nesho (Albania)","""},"
